ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _ct_selectsizeguide","Meta: wc_masonry_product_size","Meta: enable_builder","Meta: single_style","Meta: wc_product_video","Meta: _show_countdown","Meta: _file_format","Meta: _file_type","Meta: slide_template","Meta: _wpb_vc_js_status","Meta: snp_p_welcome_popup","Meta: snp_p_exit_popup","Meta: _product_url","Meta: _button_text","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_price_variation_id","Meta: _max_price_variation_id","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_regular_price_variation_id","Meta: _max_regular_price_variation_id","Meta: _min_variation_sale_price","Meta: _max_variation_sale_price","Meta: _min_sale_price_variation_id","Meta: _max_sale_price_variation_id"
407,variation,,"KingBig Multi-Function Pocket Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:406,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,variation,,"KingBig Multi-Function Pocket Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:406,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,simple,,"Mountain Bicycle Bike Mechanical Disc",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Used for brake systems of ordinary bikes, mountain bikes and road bikes.</span></li>
 <li><span class=""a-list-item"">Rotor diameter: 160 mm,inner diameter:34mm, distance between holes:48mm.</span></li>
 <li><span class=""a-list-item"">Position: Front / Rear. F-160mm/R-140mm. F-180mm/R-160mm. ROTOR MOUNTING BOLTS are included (2 big, and 6 small).</span></li>
 <li><span class=""a-list-item"">Note: F160 Front Brake: (Also named F160/R140) If installed at front wheel, it fits 160mm rotor, but if installed at rear wheel, it fits 140mm rotor. R160 Rear Brake: (Also named F180/R160) If installed at front wheel, it fits 180mm rotor, but if installed at rear wheel, it fits 160mm rotor.</span></li>
 <li><span class=""a-list-item"">Package Content: Mechanical Bike 160mm Rotor Brake Disc Kit x 1</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Used for brake systems of ordinary bikes, mountain bikes and road bikes.</span></li>
 <li><span class=""a-list-item"">Rotor diameter: 160 mm,inner diameter:34mm, distance between holes:48mm.</span></li>
 <li><span class=""a-list-item"">Position: Front / Rear. F-160mm/R-140mm. F-180mm/R-160mm. ROTOR MOUNTING BOLTS are included (2 big, and 6 small).</span></li>
 <li><span class=""a-list-item"">Note: F160 Front Brake: (Also named F160/R140) If installed at front wheel, it fits 160mm rotor, but if installed at rear wheel, it fits 140mm rotor. R160 Rear Brake: (Also named F180/R160) If installed at front wheel, it fits 180mm rotor, but if installed at rear wheel, it fits 160mm rotor.</span></li>
 <li><span class=""a-list-item"">Package Content: Mechanical Bike 160mm Rotor Brake Disc Kit x 1</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,11.99,"Industrial &amp; Mechanical Parts",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.6.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.6.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
410,variation,,"Mountain Bicycle Bike Mechanical Disc",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:409,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,variation,,"Mountain Bicycle Bike Mechanical Disc",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:409,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,simple,,"Leatherman - Surge Multi-Tool",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">FEATURING 21 TOOLS: Needlenose pliers, regular pliers, 154CM replaceable wire cutters, 154CM replaceable hard-wire cutters, stranded-wire cutters, electrical crimper, wire stripper, 420HC knife, saw, spring-action scissors, awl w/thread loop, ruler (8in, 19cm), can opener, bottle opener, wood/metal file, diamond coated file, blade exchanger, large bit driver, large screwdriver, small screwdriver.</span></li>
 <li><span class=""a-list-item"">ALL LOCKING FEATURES: All locking features mean that every tool and knife on the body of the handle, with the exception of the plier head, will lock into place. The all locking design enables you to operate individual tools safely and effectively. By locking them into place when fully open, you can put pressure on the implement while safely completing the job, before manually unlocking the tool to stow it away.</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">FEATURING 21 TOOLS: Needlenose pliers, regular pliers, 154CM replaceable wire cutters, 154CM replaceable hard-wire cutters, stranded-wire cutters, electrical crimper, wire stripper, 420HC knife, saw, spring-action scissors, awl w/thread loop, ruler (8in, 19cm), can opener, bottle opener, wood/metal file, diamond coated file, blade exchanger, large bit driver, large screwdriver, small screwdriver.</span></li>
 <li><span class=""a-list-item"">ALL LOCKING FEATURES: All locking features mean that every tool and knife on the body of the handle, with the exception of the plier head, will lock into place. The all locking design enables you to operate individual tools safely and effectively. By locking them into place when fully open, you can put pressure on the implement while safely completing the job, before manually unlocking the tool to stow it away.</span></li>
 <li><span class=""a-list-item"">OUTSIDE-ACCESSIBLE TOOLS: The Surge features tools that are accessible while the tool is in its folded or closed position, mimicking the functionality of a pocket knife. In addition, the Surge includes a secure ring for attaching the tool safely and securely to a lanyard. Often people who work near water or on scaffolding attach their tool to a lanyard on their person to avoid losing the tool if it's dropped.</span></li>
 <li><span class=""a-list-item"">ONE-HANDED OPERABLE: Every feature on the Surge can be opened and operated with one hand. This enables you to keep the other hand free for situations that require multi-tasking or a free hand.</span></li>
 <li><span class=""a-list-item"">ONE TOOL. A COUPLE THOUSAND USES.</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,99.85,"Industrial &amp; Mechanical Parts",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.7.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.7.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
413,variation,,"Leatherman - Surge Multi-Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:412,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,variation,,"Leatherman - Surge Multi-Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:412,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,simple,,"Homdox 1.6HP Booster Pump",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">STRONG: Capacity: 3000L/H,Power:1200W/1.6HP Max Suction Height: 23 feet; Max Height: 137 Feet</span></li>
 <li><span class=""a-list-item"">Portable stainless steel with safe and convenient on/off switch and easy carry handle for portability</span></li>
 <li><span class=""a-list-item"">66 PSI water pressure makes this water pump perfect for irrigation or water transport. Automatic pumping when necessary</span></li>
 <li><span class=""a-list-item"">700 Gallon Per Hour rating tackles any draining job at a fraction of the time</span></li>
 <li><span class=""a-list-item"">One Year Warranty! Ideal for the supply of fresh water to rural homes, farms, and cabins. You will get A Handheld Sprayer free if you purchase the item and please see the promotion information</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">STRONG: Capacity: 3000L/H,Power:1200W/1.6HP Max Suction Height: 23 feet; Max Height: 137 Feet</span></li>
 <li><span class=""a-list-item"">Portable stainless steel with safe and convenient on/off switch and easy carry handle for portability</span></li>
 <li><span class=""a-list-item"">66 PSI water pressure makes this water pump perfect for irrigation or water transport. Automatic pumping when necessary</span></li>
 <li><span class=""a-list-item"">700 Gallon Per Hour rating tackles any draining job at a fraction of the time</span></li>
 <li><span class=""a-list-item"">One Year Warranty! Ideal for the supply of fresh water to rural homes, farms, and cabins. You will get A Handheld Sprayer free if you purchase the item and please see the promotion information</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,49.85,"Industrial &amp; Mechanical Parts",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.8.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.8.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
416,variation,,"Homdox 1.6HP Booster Pump",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:415,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,variation,,"Homdox 1.6HP Booster Pump",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:415,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,simple,,"VeloChampion MLT10 Multi Tool",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">10 in 1 Hex Wrench Set.</span></li>
 <li><span class=""a-list-item"">Steel / Alloy /Anodised. COLOUR: Blue / Silver.</span></li>
 <li><span class=""a-list-item"">Hex Wrench (Allen Key) 2 / 2.5 / 3 / 4 / 5 / 6 / 8 mm.</span></li>
 <li><span class=""a-list-item"">Philips Screwdriver, Flat Screwdriver, T25 Torx.</span></li>
 <li><span class=""a-list-item"">WEIGHT: 70g. SIZE: 75mm x 38mm x 15mm.</span></li>
</ul>","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">10 in 1 Hex Wrench Set.</span></li>
 <li><span class=""a-list-item"">Steel / Alloy /Anodised. COLOUR: Blue / Silver.</span></li>
 <li><span class=""a-list-item"">Hex Wrench (Allen Key) 2 / 2.5 / 3 / 4 / 5 / 6 / 8 mm.</span></li>
 <li><span class=""a-list-item"">Philips Screwdriver, Flat Screwdriver, T25 Torx.</span></li>
 <li><span class=""a-list-item"">WEIGHT: 70g. SIZE: 75mm x 38mm x 15mm.</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,12.99,"Industrial &amp; Mechanical Parts",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.5.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/10.5.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
419,variation,,"VeloChampion MLT10 Multi Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:418,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,variation,,"VeloChampion MLT10 Multi Tool",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:418,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,simple,,"Modern Barrel Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">A contemporary twist make this a great addition to almost any room.</span></li>
 <li><span class=""a-list-item"">The chair is made with comfort and modern style in mind.</span></li>
 <li><span class=""a-list-item"">Embellish your room with the clean lines and contemporary materials.</span></li>
 <li><span class=""a-list-item"">Overall: 32"" H x 30.5"" W x 27.5"" D</span></li>
 <li><span class=""a-list-item"">Overall Product Weight: 24 lbs</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">A contemporary twist make this a great addition to almost any room.</span></li>
 <li><span class=""a-list-item"">The chair is made with comfort and modern style in mind.</span></li>
 <li><span class=""a-list-item"">Embellish your room with the clean lines and contemporary materials.</span></li>
 <li><span class=""a-list-item"">Overall: 32"" H x 30.5"" W x 27.5"" D</span></li>
 <li><span class=""a-list-item"">Overall Product Weight: 24 lbs</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,138.99,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.1.2.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.1.1.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
422,variation,,"Modern Barrel Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:421,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,variation,,"Modern Barrel Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:421,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,simple,,"Club Chair with Storage",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Easy to maintain, all weather resin construction</span></li>
 <li><span class=""a-list-item"">Comfortable seating with convenient storage</span></li>
 <li><span class=""a-list-item"">Durable, lightweight construction makes it easy to rearrange</span></li>
 <li><span class=""a-list-item"">Built-in storage for seat cushions and patio accessories</span></li>
 <li><span class=""a-list-item"">Storage Capacity: 11 gallons</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Easy to maintain, all weather resin construction</span></li>
 <li><span class=""a-list-item"">Comfortable seating with convenient storage</span></li>
 <li><span class=""a-list-item"">Durable, lightweight construction makes it easy to rearrange</span></li>
 <li><span class=""a-list-item"">Built-in storage for seat cushions and patio accessories</span></li>
 <li><span class=""a-list-item"">Storage Capacity: 11 gallons</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,103,110,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.2.2.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.2.1.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
441,variation,,"Club Chair with Storage",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:440,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,variation,,"Club Chair with Storage",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:440,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,simple,,"Hanging Chaise Lounger Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Modern design heavy duty powder coated metal frame , support up to 265lbs</span></li>
 <li><span class=""a-list-item"">Include 2"" foam filled PVC coated polyester cushion with built-in pillow for extra comfort</span></li>
 <li><span class=""a-list-item"">All weather-resist 46"" build-in canopy will protect you from the hot sun</span></li>
 <li><span class=""a-list-item"">Overall dimension: 73""(L) - 46""(W) - 78""(H)</span></li>
 <li><span class=""a-list-item"">Color: Red Orange</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Modern design heavy duty powder coated metal frame , support up to 265lbs</span></li>
 <li><span class=""a-list-item"">Include 2"" foam filled PVC coated polyester cushion with built-in pillow for extra comfort</span></li>
 <li><span class=""a-list-item"">All weather-resist 46"" build-in canopy will protect you from the hot sun</span></li>
 <li><span class=""a-list-item"">Overall dimension: 73""(L) - 46""(W) - 78""(H)</span></li>
 <li><span class=""a-list-item"">Color: Red Orange</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,224,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.3.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.3.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
444,variation,,"Hanging Chaise Lounger Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:443,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,variation,,"Hanging Chaise Lounger Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:443,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,simple,,"Tufted 360 Degree Swivel Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">360 degree swivel adjustable dining chair</span></li>
 <li><span class=""a-list-item"">Product dimensions: 24.80 width; 32 height; seat adjustable from 16 - 18""; 16.33 base diameter</span></li>
 <li><span class=""a-list-item"">Stylish diamond pattern tufted back with button</span></li>
 <li><span class=""a-list-item"">Curved padded back and cushioned seat meet seating comfort</span></li>
 <li><span class=""a-list-item"">Bold, high quality faux leather, shiny chrome finish base</span></li>
</ul>
&nbsp;

&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">360 degree swivel adjustable dining chair</span></li>
 <li><span class=""a-list-item"">Product dimensions: 24.80 width; 32 height; seat adjustable from 16 - 18""; 16.33 base diameter</span></li>
 <li><span class=""a-list-item"">Stylish diamond pattern tufted back with button</span></li>
 <li><span class=""a-list-item"">Curved padded back and cushioned seat meet seating comfort</span></li>
 <li><span class=""a-list-item"">Bold, high quality faux leather, shiny chrome finish base</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,124.99,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.4.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.4.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
447,variation,,"Tufted 360 Degree Swivel Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:446,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,variation,,"Tufted 360 Degree Swivel Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:446,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,simple,,"Armless Accent Dining Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Color:Dark Blue,Material: Fabric   Sponge   Rubber Wood</span></li>
 <li><span class=""a-list-item"">Overall Dimensions: 28""H X22"" W X23"" D</span></li>
 <li><span class=""a-list-item"">Seat Dimensions:14""H X22"" W X18.4"" D</span></li>
 <li><span class=""a-list-item"">Seat Thickness:5""</span></li>
 <li><span class=""a-list-item"">Back Dimensions:15"" Hx23"" W ,Package Includes: 2 X Chairs</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Color:Dark Blue,Material: Fabric   Sponge   Rubber Wood</span></li>
 <li><span class=""a-list-item"">Overall Dimensions: 28""H X22"" W X23"" D</span></li>
 <li><span class=""a-list-item"">Seat Dimensions:14""H X22"" W X18.4"" D</span></li>
 <li><span class=""a-list-item"">Seat Thickness:5""</span></li>
 <li><span class=""a-list-item"">Back Dimensions:15"" Hx23"" W ,Package Includes: 2 X Chairs</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,138.99,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.5.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.5.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
450,variation,,"Armless Accent Dining Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:449,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,variation,,"Armless Accent Dining Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:449,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,simple,,"Deco Solids Accent Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Color:lime Green,Material: Solid Wood Frame  Polyester Fabric   Foam   Pine Wood Leg</span></li>
 <li><span class=""a-list-item"">Overall Size:24?L?-28.7(W)-32.7(H) ,Seat Size:24(W)-21.1(D)</span></li>
 <li><span class=""a-list-item"">Height From Ground To Seat: 18""</span></li>
 <li><span class=""a-list-item"">Package Included: 1-Chair</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Color:lime Green,Material: Solid Wood Frame  Polyester Fabric   Foam   Pine Wood Leg</span></li>
 <li><span class=""a-list-item"">Overall Size:24?L?-28.7(W)-32.7(H) ,Seat Size:24(W)-21.1(D)</span></li>
 <li><span class=""a-list-item"">Height From Ground To Seat: 18""</span></li>
 <li><span class=""a-list-item"">Package Included: 1-Chair</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,99.99,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.6.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.6.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
453,variation,,"Deco Solids Accent Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:452,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,variation,,"Deco Solids Accent Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:452,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,simple,,"Wood Leg Accent Chair",1,0,visible,"<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Nailhead Trim on Edge of Seat</span></li>
 <li><span class=""a-list-item"">Comes in Traditional Floral or Geometry Print</span></li>
 <li><span class=""a-list-item"">Product Size: 25 x 29 x 31</span></li>
 <li><span class=""a-list-item"">Four Solid Woden Leg with Plastic Tip to Protect Your Floors</span></li>
 <li><span class=""a-list-item"">Concave Corner for Your Head Resting Easy on Either Right or Left Side</span></li>
</ul>
&nbsp;","<ul class=""a-vertical a-spacing-none"">
 <li><span class=""a-list-item"">Nailhead Trim on Edge of Seat</span></li>
 <li><span class=""a-list-item"">Comes in Traditional Floral or Geometry Print</span></li>
 <li><span class=""a-list-item"">Product Size: 25 x 29 x 31</span></li>
 <li><span class=""a-list-item"">Four Solid Woden Leg with Plastic Tip to Protect Your Floors</span></li>
 <li><span class=""a-list-item"">Concave Corner for Your Head Resting Easy on Either Right or Left Side</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,169.99,"Interior &amp; Furniture",,,"http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.7.1.jpg, http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/2.7.2.jpg",,,,,,,,,0,,,,,,,,,#NONE#,wc-small-square,0,0,file,no,,,default,false,,,https://www.amazon.com/Kattee-Leather-Durable-Briefcase-Laptop/dp/B00GZCC1BS,"Buy On Amazon",49.99,69.99,380,379,49.99,69.99,380,379,,,,
456,variation,,"Wood Leg Accent Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,49.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.5.jpg,,,id:455,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,variation,,"Wood Leg Accent Chair",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,69.99,,,,http://nitro.woorockets.com/niche-20/wp-content/uploads/2016/12/12.6.3.jpg,,,id:455,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
